alpha3,sex,year,life_expectancy
FIN,men,1976,67.6
FIN,men,1977,67.9
FIN,men,1978,68.5
FIN,men,1979,69
FIN,men,1980,69.2
FIN,men,1981,69.6
FIN,men,1982,70.3
FIN,men,1983,70.3
FIN,men,1984,70.5
FIN,men,1985,70.2
FIN,men,1986,70.6
FIN,men,1987,70.7
FIN,men,1988,70.7
FIN,men,1989,70.9
FIN,men,1990,71
FIN,men,1991,71.4
FIN,men,1992,71.7
FIN,men,1993,72.1
FIN,men,1994,72.8
FIN,men,1995,72.8
FIN,men,1996,73.1
FIN,men,1997,73.5
FIN,men,1998,73.6
FIN,men,1999,73.8
FIN,men,2000,74.2
FIN,men,2001,74.6
FIN,men,2002,74.9
FIN,men,2003,75.1
FIN,men,2004,75.4
FIN,men,2005,75.6
FIN,men,2006,75.9
FIN,men,2007,76
FIN,men,2008,76.5
FIN,men,2009,76.6
FIN,men,2010,76.9
FIN,men,2011,77.3
FIN,men,2012,77.7
FIN,men,2013,78
FIN,men,2014,78.4
FIN,men,2015,78.7
FIN,men,2016,78.6
FIN,men,2017,78.9
FIN,men,2018,79.1
FIN,men,2019,79.3
FIN,men,2020,79.4
FIN,everyone,1960,69
FIN,everyone,1963,69
FIN,everyone,1968,69.8
FIN,everyone,1970,70.8
FIN,everyone,1971,70.1
FIN,everyone,1972,70.7
FIN,everyone,1973,71.2
FIN,everyone,1974,71.2
FIN,everyone,1975,71.7
FIN,everyone,1976,72
FIN,everyone,1977,72.4
FIN,everyone,1978,73
FIN,everyone,1979,73.2
FIN,everyone,1980,73.6
FIN,everyone,1981,73.9
FIN,everyone,1982,74.6
FIN,everyone,1983,74.4
FIN,everyone,1984,74.8
FIN,everyone,1985,74.5
FIN,everyone,1986,74.8
FIN,everyone,1987,74.8
FIN,everyone,1988,74.8
FIN,everyone,1989,75
FIN,everyone,1990,75
FIN,everyone,1991,75.5
FIN,everyone,1992,75.7
FIN,everyone,1993,75.8
FIN,everyone,1994,76.6
FIN,everyone,1995,76.6
FIN,everyone,1996,76.9
FIN,everyone,1997,77.1
FIN,everyone,1998,77.3
FIN,everyone,1999,77.5
FIN,everyone,2000,77.7
FIN,everyone,2001,78.2
FIN,everyone,2002,78.3
FIN,everyone,2003,78.5
FIN,everyone,2004,79
FIN,everyone,2005,79.1
FIN,everyone,2006,79.5
FIN,everyone,2007,79.6
FIN,everyone,2008,79.9
FIN,everyone,2009,80.1
FIN,everyone,2010,80.2
FIN,everyone,2011,80.6
FIN,everyone,2012,80.7
FIN,everyone,2013,81.1
FIN,everyone,2014,81.3
FIN,everyone,2015,81.6
FIN,everyone,2016,81.5
FIN,everyone,2017,81.7
FIN,everyone,2018,81.8
FIN,everyone,2019,82.1
FIN,everyone,2020,82.2
FIN,women,1960,72.5
FIN,women,1963,72.6
FIN,women,1968,73.7
FIN,women,1970,75
FIN,women,1971,74.2
FIN,women,1972,74.9
FIN,women,1973,75.5
FIN,women,1974,75.4
FIN,women,1975,75.9
FIN,women,1976,76.3
FIN,women,1977,76.9
FIN,women,1978,77.6
FIN,women,1979,77.5
FIN,women,1980,78
FIN,women,1981,78.2
FIN,women,1982,78.8
FIN,women,1983,78.5
FIN,women,1984,79
FIN,women,1985,78.7
FIN,women,1986,78.9
FIN,women,1987,78.8
FIN,women,1988,78.8
FIN,women,1989,79
FIN,women,1990,79
FIN,women,1991,79.5
FIN,women,1992,79.6
FIN,women,1993,79.5
FIN,women,1994,80.3
FIN,women,1995,80.4
FIN,women,1996,80.7
FIN,women,1997,80.7
FIN,women,1998,81
FIN,women,1999,81.2
FIN,women,2000,81.2
FIN,women,2001,81.7
FIN,women,2002,81.6
FIN,women,2003,81.9
FIN,women,2004,82.5
FIN,women,2005,82.5
FIN,women,2006,83.1
FIN,women,2007,83.1
FIN,women,2008,83.3
FIN,women,2009,83.5
FIN,women,2010,83.5
FIN,women,2011,83.8
FIN,women,2012,83.7
FIN,women,2013,84.1
FIN,women,2014,84.1
FIN,women,2015,84.4
FIN,women,2016,84.4
FIN,women,2017,84.5
FIN,women,2018,84.5
FIN,women,2019,84.8
FIN,women,2020,85
FRA,men,1960,67
FRA,men,1961,67.5
FRA,men,1962,67
FRA,men,1963,66.8
FRA,men,1964,67.7
FRA,men,1965,67.5
FRA,men,1966,67.8
FRA,men,1967,67.8
FRA,men,1968,67.8
FRA,men,1969,67.4
FRA,men,1970,68.4
FRA,men,1971,68.3
FRA,men,1972,68.5
FRA,men,1973,68.7
FRA,men,1974,68.9
FRA,men,1975,69
FRA,men,1976,69.2
FRA,men,1977,69.7
FRA,men,1978,69.8
FRA,men,1979,70.1
FRA,men,1980,70.2
FRA,men,1981,70.4
FRA,men,1982,70.7
FRA,men,1983,70.7
FRA,men,1984,71.2
FRA,men,1985,71.3
FRA,men,1986,71.6
FRA,men,1987,72.1
FRA,men,1988,72.4
FRA,men,1989,72.5
FRA,men,1990,72.8
FRA,men,1991,73
FRA,men,1992,73.3
FRA,men,1993,73.4
FRA,men,1994,73.8
FRA,men,1995,73.9
FRA,men,1996,74.2
FRA,men,1997,74.6
FRA,men,1998,74.9
FRA,men,1999,75.1
FRA,men,2000,75.4
FRA,men,2001,75.5
FRA,men,2002,75.8
FRA,men,2003,75.8
FRA,men,2004,76.7
FRA,men,2005,76.8
FRA,men,2006,77.4
FRA,men,2007,77.6
FRA,men,2008,77.9
FRA,men,2009,78
FRA,men,2010,78.3
FRA,men,2011,78.8
FRA,men,2012,78.7
FRA,men,2013,79
FRA,men,2014,79.5
FRA,men,2015,79.2
FRA,men,2016,79.5
FRA,men,2017,79.6
FRA,men,2018,79.7
FRA,men,2019,79.9
FRA,men,2020,79.2
FRA,everyone,1960,70.3
FRA,everyone,1961,71
FRA,everyone,1962,70.5
FRA,everyone,1963,70.5
FRA,everyone,1964,71.4
FRA,everyone,1965,71.3
FRA,everyone,1966,71.5
FRA,everyone,1967,71.5
FRA,everyone,1968,71.5
FRA,everyone,1969,71.3
FRA,everyone,1970,72.2
FRA,everyone,1971,72.1
FRA,everyone,1972,72.4
FRA,everyone,1973,72.5
FRA,everyone,1974,72.8
FRA,everyone,1975,73
FRA,everyone,1976,73.2
FRA,everyone,1977,73.8
FRA,everyone,1978,73.9
FRA,everyone,1979,74.2
FRA,everyone,1980,74.3
FRA,everyone,1981,74.5
FRA,everyone,1982,74.8
FRA,everyone,1983,74.8
FRA,everyone,1984,75.3
FRA,everyone,1985,75.4
FRA,everyone,1986,75.7
FRA,everyone,1987,76.3
FRA,everyone,1988,76.6
FRA,everyone,1989,76.7
FRA,everyone,1990,77
FRA,everyone,1991,77.2
FRA,everyone,1992,77.5
FRA,everyone,1993,77.6
FRA,everyone,1994,78
FRA,everyone,1995,78.1
FRA,everyone,1996,78.3
FRA,everyone,1997,78.6
FRA,everyone,1998,78.8
FRA,everyone,1999,78.9
FRA,everyone,2000,79.2
FRA,everyone,2001,79.3
FRA,everyone,2002,79.4
FRA,everyone,2003,79.3
FRA,everyone,2004,80.3
FRA,everyone,2005,80.4
FRA,everyone,2006,81
FRA,everyone,2007,81.2
FRA,everyone,2008,81.4
FRA,everyone,2009,81.5
FRA,everyone,2010,81.8
FRA,everyone,2011,82.3
FRA,everyone,2012,82.1
FRA,everyone,2013,82.3
FRA,everyone,2014,82.8
FRA,everyone,2015,82.4
FRA,everyone,2016,82.7
FRA,everyone,2017,82.7
FRA,everyone,2018,82.8
FRA,everyone,2019,82.9
FRA,everyone,2020,82.3
FRA,women,1960,73.6
FRA,women,1961,74.4
FRA,women,1962,73.9
FRA,women,1963,74.1
FRA,women,1964,75.1
FRA,women,1965,75
FRA,women,1966,75.2
FRA,women,1967,75.2
FRA,women,1968,75.2
FRA,women,1969,75.1
FRA,women,1970,75.9
FRA,women,1971,75.9
FRA,women,1972,76.2
FRA,women,1973,76.3
FRA,women,1974,76.7
FRA,women,1975,76.9
FRA,women,1976,77.2
FRA,women,1977,77.8
FRA,women,1978,77.9
FRA,women,1979,78.3
FRA,women,1980,78.4
FRA,women,1981,78.5
FRA,women,1982,78.9
FRA,women,1983,78.8
FRA,women,1984,79.3
FRA,women,1985,79.4
FRA,women,1986,79.8
FRA,women,1987,80.5
FRA,women,1988,80.7
FRA,women,1989,80.9
FRA,women,1990,81.2
FRA,women,1991,81.4
FRA,women,1992,81.7
FRA,women,1993,81.7
FRA,women,1994,82.2
FRA,women,1995,82.2
FRA,women,1996,82.3
FRA,women,1997,82.6
FRA,women,1998,82.7
FRA,women,1999,82.7
FRA,women,2000,83
FRA,women,2001,83
FRA,women,2002,83
FRA,women,2003,82.8
FRA,women,2004,83.9
FRA,women,2005,83.9
FRA,women,2006,84.5
FRA,women,2007,84.8
FRA,women,2008,84.8
FRA,women,2009,85
FRA,women,2010,85.3
FRA,women,2011,85.7
FRA,women,2012,85.4
FRA,women,2013,85.6
FRA,women,2014,86.1
FRA,women,2015,85.6
FRA,women,2016,85.8
FRA,women,2017,85.7
FRA,women,2018,85.8
FRA,women,2019,85.9
FRA,women,2020,85.3
DEU,men,1960,66.5
DEU,men,1961,67
DEU,men,1962,67.1
DEU,men,1963,67.2
DEU,men,1964,67.7
DEU,men,1965,67.7
DEU,men,1966,67.7
DEU,men,1967,67.9
DEU,men,1968,67.5
DEU,men,1969,67.3
DEU,men,1970,67.5
DEU,men,1971,67.7
DEU,men,1972,67.8
DEU,men,1973,68.1
DEU,men,1974,68.4
DEU,men,1975,68.2
DEU,men,1976,68.6
DEU,men,1977,69.2
DEU,men,1978,69.1
DEU,men,1979,69.5
DEU,men,1980,69.6
DEU,men,1981,69.9
DEU,men,1982,70.2
DEU,men,1983,70.5
DEU,men,1984,71
DEU,men,1985,71.6
DEU,men,1986,71.8
DEU,men,1987,72.2
DEU,men,1988,72.5
DEU,men,1989,72.6
DEU,men,1990,74
DEU,men,1991,72.2
DEU,men,1992,72.7
DEU,men,1993,72.8
DEU,men,1994,73.1
DEU,men,1995,73.3
DEU,men,1996,73.6
DEU,men,1997,74.1
DEU,men,1998,74.5
DEU,men,1999,74.8
DEU,men,2000,75.1
DEU,men,2001,75.6
DEU,men,2002,75.7
DEU,men,2003,75.8
DEU,men,2004,76.5
DEU,men,2005,76.7
DEU,men,2006,77.2
DEU,men,2007,77.4
DEU,men,2008,77.6
DEU,men,2009,77.8
DEU,men,2010,78
DEU,men,2011,77.9
DEU,men,2012,78.1
DEU,men,2013,78.1
DEU,men,2014,78.7
DEU,men,2015,78.3
DEU,men,2016,78.6
DEU,men,2017,78.7
DEU,men,2018,78.6
DEU,men,2019,79
DEU,everyone,1960,69.1
DEU,everyone,1961,69.7
DEU,everyone,1962,69.9
DEU,everyone,1963,70
DEU,everyone,1964,70.6
DEU,everyone,1965,70.5
DEU,everyone,1966,70.6
DEU,everyone,1967,70.9
DEU,everyone,1968,70.5
DEU,everyone,1969,70.3
DEU,everyone,1970,70.6
DEU,everyone,1971,70.8
DEU,everyone,1972,71
DEU,everyone,1973,71.3
DEU,everyone,1974,71.5
DEU,everyone,1975,71.4
DEU,everyone,1976,71.8
DEU,everyone,1977,72.5
DEU,everyone,1978,72.4
DEU,everyone,1979,72.8
DEU,everyone,1980,72.9
DEU,everyone,1981,73.2
DEU,everyone,1982,73.5
DEU,everyone,1983,73.8
DEU,everyone,1984,74.3
DEU,everyone,1985,74.9
DEU,everyone,1986,75.1
DEU,everyone,1987,75.6
DEU,everyone,1988,75.8
DEU,everyone,1989,75.9
DEU,everyone,1990,77.2
DEU,everyone,1991,75.5
DEU,everyone,1992,76
DEU,everyone,1993,76.1
DEU,everyone,1994,76.4
DEU,everyone,1995,76.6
DEU,everyone,1996,76.9
DEU,everyone,1997,77.3
DEU,everyone,1998,77.7
DEU,everyone,1999,77.9
DEU,everyone,2000,78.2
DEU,everyone,2001,78.5
DEU,everyone,2002,78.5
DEU,everyone,2003,78.6
DEU,everyone,2004,79.2
DEU,everyone,2005,79.4
DEU,everyone,2006,79.8
DEU,everyone,2007,80.1
DEU,everyone,2008,80.2
DEU,everyone,2009,80.3
DEU,everyone,2010,80.5
DEU,everyone,2011,80.5
DEU,everyone,2012,80.6
DEU,everyone,2013,80.6
DEU,everyone,2014,81.2
DEU,everyone,2015,80.7
DEU,everyone,2016,81.1
DEU,everyone,2017,81.1
DEU,everyone,2018,81
DEU,everyone,2019,81.4
DEU,everyone,2020,81.1
DEU,women,1960,71.7
DEU,women,1961,72.3
DEU,women,1962,72.6
DEU,women,1963,72.8
DEU,women,1964,73.4
DEU,women,1965,73.3
DEU,women,1966,73.5
DEU,women,1967,73.8
DEU,women,1968,73.4
DEU,women,1969,73.3
DEU,women,1970,73.6
DEU,women,1971,73.8
DEU,women,1972,74.1
DEU,women,1973,74.4
DEU,women,1974,74.6
DEU,women,1975,74.5
DEU,women,1976,75
DEU,women,1977,75.7
DEU,women,1978,75.7
DEU,women,1979,76
DEU,women,1980,76.2
DEU,women,1981,76.4
DEU,women,1982,76.7
DEU,women,1983,77
DEU,women,1984,77.5
DEU,women,1985,78.2
DEU,women,1986,78.4
DEU,women,1987,78.9
DEU,women,1988,79.1
DEU,women,1989,79.2
DEU,women,1990,80.4
DEU,women,1991,78.8
DEU,women,1992,79.3
DEU,women,1993,79.4
DEU,women,1994,79.7
DEU,women,1995,79.9
DEU,women,1996,80.1
DEU,women,1997,80.5
DEU,women,1998,80.8
DEU,women,1999,81
DEU,women,2000,81.2
DEU,women,2001,81.4
DEU,women,2002,81.3
DEU,women,2003,81.3
DEU,women,2004,81.9
DEU,women,2005,82
DEU,women,2006,82.4
DEU,women,2007,82.7
DEU,women,2008,82.7
DEU,women,2009,82.8
DEU,women,2010,83
DEU,women,2011,83.1
DEU,women,2012,83.1
DEU,women,2013,83
DEU,women,2014,83.6
DEU,women,2015,83.1
DEU,women,2016,83.5
DEU,women,2017,83.4
DEU,women,2018,83.3
DEU,women,2019,83.7
GRC,men,1961,70.2
GRC,men,1962,69.9
GRC,men,1963,70.2
GRC,men,1964,69.9
GRC,men,1965,70.5
GRC,men,1966,70.5
GRC,men,1967,70.4
GRC,men,1968,70.6
GRC,men,1969,71
GRC,men,1970,71.6
GRC,men,1971,72.2
GRC,men,1972,71.7
GRC,men,1973,72
GRC,men,1974,72.4
GRC,men,1975,72.2
GRC,men,1976,72.3
GRC,men,1977,72.4
GRC,men,1978,72.9
GRC,men,1979,73.2
GRC,men,1980,73
GRC,men,1981,73.4
GRC,men,1982,73.6
GRC,men,1983,73.4
GRC,men,1984,73.8
GRC,men,1985,73.5
GRC,men,1986,74.1
GRC,men,1987,73.9
GRC,men,1988,74.3
GRC,men,1989,74.5
GRC,men,1990,74.7
GRC,men,1991,74.8
GRC,men,1992,74.7
GRC,men,1993,75.1
GRC,men,1994,75.3
GRC,men,1995,75.2
GRC,men,1996,75.3
GRC,men,1997,75.7
GRC,men,1998,75.8
GRC,men,1999,75.9
GRC,men,2000,75.9
GRC,men,2001,76.3
GRC,men,2002,76.4
GRC,men,2003,76.6
GRC,men,2004,76.6
GRC,men,2005,76.8
GRC,men,2006,77.1
GRC,men,2007,76.9
GRC,men,2008,77.5
GRC,men,2009,77.5
GRC,men,2010,78
GRC,men,2011,78
GRC,men,2012,78
GRC,men,2013,78.7
GRC,men,2014,78.8
GRC,men,2015,78.5
GRC,men,2016,78.9
GRC,men,2017,78.8
GRC,men,2018,79.3
GRC,men,2019,79.2
GRC,men,2020,78.6
GRC,everyone,1961,72
GRC,everyone,1962,71.7
GRC,everyone,1963,72
GRC,everyone,1964,71.9
GRC,everyone,1965,72.4
GRC,everyone,1966,72.6
GRC,everyone,1967,72.3
GRC,everyone,1968,72.4
GRC,everyone,1969,73
GRC,everyone,1970,73.8
GRC,everyone,1971,74.2
GRC,everyone,1972,73.8
GRC,everyone,1973,74.1
GRC,everyone,1974,74.6
GRC,everyone,1975,74.5
GRC,everyone,1976,74.5
GRC,everyone,1977,74.7
GRC,everyone,1978,75.2
GRC,everyone,1979,75.5
GRC,everyone,1980,75.3
GRC,everyone,1981,75.7
GRC,everyone,1982,75.9
GRC,everyone,1983,75.7
GRC,everyone,1984,76.2
GRC,everyone,1985,76
GRC,everyone,1986,76.5
GRC,everyone,1987,76.3
GRC,everyone,1988,76.8
GRC,everyone,1989,77
GRC,everyone,1990,77.1
GRC,everyone,1991,77.3
GRC,everyone,1992,77.2
GRC,everyone,1993,77.6
GRC,everyone,1994,77.8
GRC,everyone,1995,77.8
GRC,everyone,1996,78
GRC,everyone,1997,78.4
GRC,everyone,1998,78.4
GRC,everyone,1999,78.5
GRC,everyone,2000,78.6
GRC,everyone,2001,79.1
GRC,everyone,2002,79.2
GRC,everyone,2003,79.3
GRC,everyone,2004,79.4
GRC,everyone,2005,79.7
GRC,everyone,2006,79.9
GRC,everyone,2007,79.7
GRC,everyone,2008,80.3
GRC,everyone,2009,80.4
GRC,everyone,2010,80.7
GRC,everyone,2011,80.8
GRC,everyone,2012,80.7
GRC,everyone,2013,81.4
GRC,everyone,2014,81.5
GRC,everyone,2015,81.1
GRC,everyone,2016,81.5
GRC,everyone,2017,81.4
GRC,everyone,2018,81.9
GRC,everyone,2019,81.7
GRC,everyone,2020,81.2
GRC,women,1961,73.8
GRC,women,1962,73.4
GRC,women,1963,73.7
GRC,women,1964,73.8
GRC,women,1965,74.3
GRC,women,1966,74.7
GRC,women,1967,74.2
GRC,women,1968,74.2
GRC,women,1969,75
GRC,women,1970,76
GRC,women,1971,76.2
GRC,women,1972,75.9
GRC,women,1973,76.2
GRC,women,1974,76.8
GRC,women,1975,76.7
GRC,women,1976,76.7
GRC,women,1977,77
GRC,women,1978,77.5
GRC,women,1979,77.8
GRC,women,1980,77.5
GRC,women,1981,77.9
GRC,women,1982,78.2
GRC,women,1983,78
GRC,women,1984,78.6
GRC,women,1985,78.4
GRC,women,1986,78.8
GRC,women,1987,78.6
GRC,women,1988,79.3
GRC,women,1989,79.5
GRC,women,1990,79.5
GRC,women,1991,79.8
GRC,women,1992,79.7
GRC,women,1993,80.1
GRC,women,1994,80.3
GRC,women,1995,80.4
GRC,women,1996,80.6
GRC,women,1997,81
GRC,women,1998,80.9
GRC,women,1999,81.1
GRC,women,2000,81.3
GRC,women,2001,81.9
GRC,women,2002,82
GRC,women,2003,82
GRC,women,2004,82.2
GRC,women,2005,82.5
GRC,women,2006,82.7
GRC,women,2007,82.5
GRC,women,2008,83
GRC,women,2009,83.3
GRC,women,2010,83.3
GRC,women,2011,83.6
GRC,women,2012,83.4
GRC,women,2013,84
GRC,women,2014,84.1
GRC,women,2015,83.7
GRC,women,2016,84
GRC,women,2017,83.9
GRC,women,2018,84.4
GRC,women,2019,84.2
GRC,women,2020,83.7
HUN,men,1960,65.9
HUN,men,1961,66.8
HUN,men,1962,65.7
HUN,men,1963,66.6
HUN,men,1964,67
HUN,men,1965,66.7
HUN,men,1966,67.5
HUN,men,1967,66.9
HUN,men,1968,66.6
HUN,men,1969,66.7
HUN,men,1970,66.3
HUN,men,1971,66.1
HUN,men,1972,66.8
HUN,men,1973,66.6
HUN,men,1974,66.3
HUN,men,1975,66.3
HUN,men,1976,66.7
HUN,men,1977,66.8
HUN,men,1978,66.1
HUN,men,1979,66.2
HUN,men,1980,65.5
HUN,men,1981,65.5
HUN,men,1982,65.7
HUN,men,1983,65.1
HUN,men,1984,65.1
HUN,men,1985,65.1
HUN,men,1986,65.3
HUN,men,1987,65.7
HUN,men,1988,66.2
HUN,men,1989,65.4
HUN,men,1990,65.2
HUN,men,1991,65.1
HUN,men,1992,64.7
HUN,men,1993,64.7
HUN,men,1994,65
HUN,men,1995,65.4
HUN,men,1996,66.3
HUN,men,1997,66.7
HUN,men,1998,66.5
HUN,men,1999,66.7
HUN,men,2000,67.5
HUN,men,2001,68.2
HUN,men,2002,68.3
HUN,men,2003,68.4
HUN,men,2004,68.7
HUN,men,2005,68.7
HUN,men,2006,69.2
HUN,men,2007,69.4
HUN,men,2008,70
HUN,men,2009,70.3
HUN,men,2010,70.7
HUN,men,2011,71.2
HUN,men,2012,71.6
HUN,men,2013,72.2
HUN,men,2014,72.3
HUN,men,2015,72.3
HUN,men,2016,72.6
HUN,men,2017,72.5
HUN,men,2018,72.7
HUN,men,2019,73.1
HUN,men,2020,72.3
HUN,everyone,1960,68.1
HUN,everyone,1961,69
HUN,everyone,1962,67.9
HUN,everyone,1963,69
HUN,everyone,1964,69.5
HUN,everyone,1965,69.1
HUN,everyone,1966,69.9
HUN,everyone,1967,69.5
HUN,everyone,1968,69.3
HUN,everyone,1969,69.4
HUN,everyone,1970,69.2
HUN,everyone,1971,69.1
HUN,everyone,1972,69.8
HUN,everyone,1973,69.6
HUN,everyone,1974,69.3
HUN,everyone,1975,69.4
HUN,everyone,1976,69.7
HUN,everyone,1977,70
HUN,everyone,1978,69.5
HUN,everyone,1979,69.7
HUN,everyone,1980,69.2
HUN,everyone,1981,69.3
HUN,everyone,1982,69.5
HUN,everyone,1983,69.1
HUN,everyone,1984,69.2
HUN,everyone,1985,69.2
HUN,everyone,1986,69.3
HUN,everyone,1987,69.8
HUN,everyone,1988,70.2
HUN,everyone,1989,69.6
HUN,everyone,1990,69.5
HUN,everyone,1991,69.6
HUN,everyone,1992,69.4
HUN,everyone,1993,69.4
HUN,everyone,1994,69.8
HUN,everyone,1995,70.1
HUN,everyone,1996,70.7
HUN,everyone,1997,71.1
HUN,everyone,1998,71.1
HUN,everyone,1999,71.2
HUN,everyone,2000,71.9
HUN,everyone,2001,72.5
HUN,everyone,2002,72.5
HUN,everyone,2003,72.6
HUN,everyone,2004,73
HUN,everyone,2005,73
HUN,everyone,2006,73.5
HUN,everyone,2007,73.6
HUN,everyone,2008,74.2
HUN,everyone,2009,74.4
HUN,everyone,2010,74.7
HUN,everyone,2011,75
HUN,everyone,2012,75.2
HUN,everyone,2013,75.7
HUN,everyone,2014,75.9
HUN,everyone,2015,75.7
HUN,everyone,2016,76.2
HUN,everyone,2017,75.9
HUN,everyone,2018,76.2
HUN,everyone,2019,76.4
HUN,everyone,2020,75.7
HUN,women,1960,70.2
HUN,women,1961,71.2
HUN,women,1962,70.1
HUN,women,1963,71.3
HUN,women,1964,71.9
HUN,women,1965,71.5
HUN,women,1966,72.3
HUN,women,1967,72.1
HUN,women,1968,72
HUN,women,1969,72.1
HUN,women,1970,72.1
HUN,women,1971,72.1
HUN,women,1972,72.7
HUN,women,1973,72.6
HUN,women,1974,72.3
HUN,women,1975,72.5
HUN,women,1976,72.6
HUN,women,1977,73.1
HUN,women,1978,72.8
HUN,women,1979,73.2
HUN,women,1980,72.8
HUN,women,1981,73
HUN,women,1982,73.3
HUN,women,1983,73.1
HUN,women,1984,73.3
HUN,women,1985,73.2
HUN,women,1986,73.3
HUN,women,1987,73.9
HUN,women,1988,74.2
HUN,women,1989,73.8
HUN,women,1990,73.8
HUN,women,1991,74
HUN,women,1992,74
HUN,women,1993,74
HUN,women,1994,74.5
HUN,women,1995,74.8
HUN,women,1996,75
HUN,women,1997,75.5
HUN,women,1998,75.6
HUN,women,1999,75.6
HUN,women,2000,76.2
HUN,women,2001,76.7
HUN,women,2002,76.7
HUN,women,2003,76.7
HUN,women,2004,77.2
HUN,women,2005,77.2
HUN,women,2006,77.8
HUN,women,2007,77.8
HUN,women,2008,78.3
HUN,women,2009,78.4
HUN,women,2010,78.6
HUN,women,2011,78.7
HUN,women,2012,78.7
HUN,women,2013,79.1
HUN,women,2014,79.4
HUN,women,2015,79
HUN,women,2016,79.7
HUN,women,2017,79.3
HUN,women,2018,79.6
HUN,women,2019,79.7
HUN,women,2020,79.1
ISL,men,1961,70.8
ISL,men,1962,71.4
ISL,men,1963,70.2
ISL,men,1964,70.8
ISL,men,1965,71.4
ISL,men,1966,70.3
ISL,men,1967,71.1
ISL,men,1968,71.6
ISL,men,1969,71.2
ISL,men,1970,70.7
ISL,men,1971,70.8
ISL,men,1972,72.1
ISL,men,1973,71.5
ISL,men,1974,71.2
ISL,men,1975,72.3
ISL,men,1976,73.9
ISL,men,1977,73.3
ISL,men,1978,73.8
ISL,men,1980,73.5
ISL,men,1981,73.4
ISL,men,1982,74.6
ISL,men,1983,73.3
ISL,men,1984,74.8
ISL,men,1985,74.9
ISL,men,1986,75.4
ISL,men,1987,74.9
ISL,men,1988,74.4
ISL,men,1989,76.2
ISL,men,1990,75.5
ISL,men,1991,74.9
ISL,men,1992,76.8
ISL,men,1993,77.1
ISL,men,1994,77.1
ISL,men,1995,76
ISL,men,1996,76.5
ISL,men,1997,76.3
ISL,men,1998,77.7
ISL,men,1999,77.4
ISL,men,2000,77.8
ISL,men,2001,78.3
ISL,men,2002,78.6
ISL,men,2003,79.5
ISL,men,2004,78.9
ISL,men,2005,79.6
ISL,men,2006,79.5
ISL,men,2007,79.6
ISL,men,2008,80
ISL,men,2009,79.8
ISL,men,2010,79.8
ISL,men,2011,80.7
ISL,men,2012,81.6
ISL,men,2013,80.5
ISL,men,2014,81.3
ISL,men,2015,81.2
ISL,men,2016,80.4
ISL,men,2017,81.1
ISL,men,2018,81.3
ISL,men,2019,81.7
ISL,men,2020,81.7
ISL,everyone,1961,73.6
ISL,everyone,1962,73.8
ISL,everyone,1963,73.2
ISL,everyone,1964,73.6
ISL,everyone,1965,73.9
ISL,everyone,1966,73.4
ISL,everyone,1967,73.9
ISL,everyone,1968,74.1
ISL,everyone,1969,73.8
ISL,everyone,1970,74
ISL,everyone,1971,73.7
ISL,everyone,1972,74.5
ISL,everyone,1973,74.6
ISL,everyone,1974,74.6
ISL,everyone,1975,75.7
ISL,everyone,1976,77.1
ISL,everyone,1977,76.5
ISL,everyone,1978,76.7
ISL,everyone,1980,77
ISL,everyone,1981,76.6
ISL,everyone,1982,77.1
ISL,everyone,1983,77
ISL,everyone,1984,77.7
ISL,everyone,1985,77.7
ISL,everyone,1986,78.1
ISL,everyone,1987,77.4
ISL,everyone,1988,77.2
ISL,everyone,1989,78.2
ISL,everyone,1990,78.1
ISL,everyone,1991,78.1
ISL,everyone,1992,78.8
ISL,everyone,1993,79
ISL,everyone,1994,79.3
ISL,everyone,1995,78.1
ISL,everyone,1996,78.9
ISL,everyone,1997,79
ISL,everyone,1998,79.7
ISL,everyone,1999,79.4
ISL,everyone,2000,79.7
ISL,everyone,2001,80.8
ISL,everyone,2002,80.6
ISL,everyone,2003,81
ISL,everyone,2004,81.1
ISL,everyone,2005,81.6
ISL,everyone,2006,81.2
ISL,everyone,2007,81.5
ISL,everyone,2008,81.7
ISL,everyone,2009,81.8
ISL,everyone,2010,82
ISL,everyone,2011,82.4
ISL,everyone,2012,83
ISL,everyone,2013,82.1
ISL,everyone,2014,82.9
ISL,everyone,2015,82.5
ISL,everyone,2016,82.3
ISL,everyone,2017,82.7
ISL,everyone,2018,82.9
ISL,everyone,2019,83.2
ISL,everyone,2020,83.1
ISL,women,1961,76.3
ISL,women,1962,76.2
ISL,women,1963,76.1
ISL,women,1964,76.4
ISL,women,1965,76.4
ISL,women,1966,76.4
ISL,women,1967,76.6
ISL,women,1968,76.5
ISL,women,1969,76.4
ISL,women,1970,77.3
ISL,women,1971,76.5
ISL,women,1972,76.9
ISL,women,1973,77.6
ISL,women,1974,78
ISL,women,1975,79
ISL,women,1976,80.2
ISL,women,1977,79.6
ISL,women,1978,79.6
ISL,women,1980,80.4
ISL,women,1981,79.8
ISL,women,1982,79.6
ISL,women,1983,80.6
ISL,women,1984,80.5
ISL,women,1985,80.4
ISL,women,1986,80.7
ISL,women,1987,79.9
ISL,women,1988,79.9
ISL,women,1989,80.2
ISL,women,1990,80.7
ISL,women,1991,81.3
ISL,women,1992,80.8
ISL,women,1993,80.8
ISL,women,1994,81.5
ISL,women,1995,80.1
ISL,women,1996,81.2
ISL,women,1997,81.6
ISL,women,1998,81.6
ISL,women,1999,81.4
